time,X_value,Y_value,Z_value
25.147,-0.53364,-0.28614,9.78794
25.188,-0.53395,-0.28591,9.78793
25.228,-0.53386,-0.28572,9.78794
25.268,-0.53295,-0.28627,9.78797
25.308,-0.53185,-0.28645,9.78803
25.348,-0.53088,-0.28698,9.78806
25.389,-0.53178,-0.28718,9.78801
25.428,-0.53260,-0.28696,9.78797
25.468,-0.53268,-0.28668,9.78798
25.508,-0.53297,-0.28674,9.78796
25.548,-0.53324,-0.28679,9.78794
25.588,-0.53319,-0.28694,9.78794
25.628,-0.53350,-0.28709,9.78792
25.669,-0.53434,-0.28643,9.78789
25.709,-0.53399,-0.28654,9.78791
25.749,-0.53369,-0.28664,9.78792
25.789,-0.53369,-0.28712,9.78791
25.830,-0.53333,-0.28718,9.78792
25.869,-0.53284,-0.28714,9.78795
25.909,-0.53325,-0.28725,9.78793
25.949,-0.53399,-0.28699,9.78790
25.989,-0.53368,-0.28729,9.78790
26.029,-0.53341,-0.28719,9.78792
26.069,-0.53300,-0.28623,9.78797
26.109,-0.53407,-0.28677,9.78790
26.149,-0.53464,-0.28726,9.78785
26.189,-0.53458,-0.28636,9.78788
26.229,-0.53416,-0.28594,9.78792
26.269,-0.53479,-0.28559,9.78789
26.310,-0.53518,-0.28612,9.78785
26.350,-0.53555,-0.28657,9.78782
26.390,-0.53508,-0.28641,9.78785
26.430,-0.53503,-0.28626,9.78786
26.470,-0.53577,-0.28661,9.78781
26.510,-0.53605,-0.28596,9.78781
